id,created_at,amenity_slug,description,website_url,logo_url,vibe_tags,booking_required,available_in_tr,price_level,opening_hours,terminal_code,airport_code,name
20125,2025-08-02T17:52:45.408Z,din-tai-fung-t4-final,"Renowned Taiwanese restaurant famous for xiaolongbao",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Din Tai Fung"
20126,2025-08-02T17:52:45.408Z,paradise-dynasty-t4-final,"Known for signature colorful xiaolongbao",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Paradise Dynasty"
20127,2025-08-02T17:52:45.408Z,koi-th-t4-final,"Premium Taiwanese bubble tea",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Koi Thé"
20128,2025-08-02T17:52:45.408Z,ya-kun-kaya-toast-t4-final,"Traditional Singaporean breakfast sets",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Ya Kun Kaya Toast"
20129,2025-08-02T17:52:45.408Z,sushi-tei-t4-final,"Premium sushi and Japanese cuisine",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Sushi Tei"
20130,2025-08-02T17:52:45.408Z,song-fa-bak-kut-teh-t4-final,"Award-winning pork rib soup",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Song Fa Bak Kut Teh"
20131,2025-08-02T17:52:45.408Z,ambassador-transit-hotel-t4-final,"In-terminal hotel for transiting passengers",,,"{Chill,Comfort}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Ambassador Transit Hotel"
20132,2025-08-02T17:52:45.408Z,yotelair-singapore-changi-t4-final,"Modern capsule-style transit hotel inside the terminal",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"YOTELAIR Singapore Changi"
20133,2025-08-02T17:52:45.408Z,singapore-airlines-silverkris-lounge-t4-final,"Premium lounge for Singapore Airlines first and business class passengers",,,"{Chill,Comfort,Work}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Singapore Airlines SilverKris Lounge"
20134,2025-08-02T17:52:45.408Z,plaza-premium-lounge-t4-final,"Award-winning independent airport lounge",,,"{Chill,Comfort,Work}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Plaza Premium Lounge"
20135,2025-08-02T17:52:45.408Z,sats-premier-lounge-t4-final,"Comfortable lounge with shower facilities",,,"{Chill,Comfort,Work}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"SATS Premier Lounge"
20136,2025-08-02T17:52:45.408Z,uob-currency-exchange-t4-final,"Competitive rates for currency exchange",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"UOB Currency Exchange"
20137,2025-08-02T17:52:45.408Z,telecommunications-kiosk-t4-final,"SIM cards and mobile services",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Telecommunications Kiosk"
20138,2025-08-02T17:52:45.408Z,trs-tax-refund-t4-final,"Tourist refund scheme counter",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"TRS Tax Refund"
20139,2025-08-02T17:52:45.408Z,spa-express-t4-final,"Quick massage and spa treatments",,,"{Chill,Comfort}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Spa Express"
20140,2025-08-02T17:52:45.408Z,lotte-duty-free-t4-final,"Korean duty-free retailer",,,"{Shop}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Lotte Duty Free"
20141,2025-08-02T17:52:45.408Z,charles-keith-t4-final,"Singaporean footwear and accessories brand",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Charles & Keith"
20142,2025-08-02T17:52:45.408Z,zara-t4-final,"Spanish fast fashion retailer",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Zara"
20143,2025-08-02T17:52:45.408Z,twg-tea-t4-final,"Luxury tea brand",,,"{Refuel}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"TWG Tea"
20144,2025-08-02T17:52:45.408Z,tokyu-hands-t4-final,"Japanese lifestyle store",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Tokyu Hands"
